PMID,PubDate,EPubDate,Source,AuthorList,Author,LastAuthor,Title,Volume,Issue,Pages,LangList,Lang,NlmUniqueID,ISSN,ESSN,PubTypeList,PubType,RecordStatus,PubStatus,ArticleIds,pubmed,rid,eid,History,medline,entrez,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
26745269,2016,2016 Jan 8,PLoS One,Lyte MChapel ALyte JMAi YProctor AJane JLPhillips GJ,Lyte M,Phillips GJ,Resistant Starch Alters the Microbiota-Gut Brain Axis: Implications for Dietary Modulation of Behavior.,11,1,e0146406,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2674526910.1371/journal.pone.0146406PONE-D-15-46951PMC47063162674526926745269pmc-id: PMC4706316;,26745269,26745269,26745269,2015/10/26 00:002015/12/16 00:002016/01/09 06:002016/01/09 06:002016/06/30 06:00,2016/06/30 06:00,2016/01/09 06:00,"",1,4,PloS one,doi: 10.1371/journal.pone.0146406,2016;11(1):e0146406
26738556,2016 Feb,2016 Jan 5,FEMS Microbiol Ecol,Fitzpatrick DWalsh F,Fitzpatrick D,Walsh F,Antibiotic resistance genes across a wide variety of metagenomes.,92,2,"",English,English,8901229,0168-6496,1574-6941,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26738556fiv16810.1093/femsec/fiv1682673855626738556,26738556,26738556,26738556,2015/12/18 00:002016/01/08 06:002016/01/08 06:002016/09/27 06:00,2016/09/27 06:00,2016/01/08 06:00,"",1,18,FEMS microbiology ecology,pii: fiv168. doi: 10.1093/femsec/fiv168,2016 Feb;92(2)
26718942,2016 Mar,2015 Dec 30,Eur J Clin Microbiol Infect Dis,Tejesvi MVArvonen MKangas SMKeskitalo PLPirttilä AMKarttunen TJVähäsalo P,Tejesvi MV,Vähäsalo P,Faecal microbiome in new-onset juvenile idiopathic arthritis.,35,3,363-70,English,English,8804297,0934-9723,1435-4373,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2671894210.1007/s10096-015-2548-x10.1007/s10096-015-2548-x2671894226718942,26718942,26718942,26718942,2015/09/10 00:002015/12/07 00:002016/01/01 06:002016/01/01 06:002016/11/05 06:00,2016/11/05 06:00,2016/01/01 06:00,"",1,9,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,doi: 10.1007/s10096-015-2548-x,2016 Mar;35(3):363-70
26669711,2015 Dec,"",OMICS,Mourembou GYasir MAzhar EILagier JCBibi FJiman-Fatani AAHelmy NRobert CRathored JFournier PERaoult DMillion M,Mourembou G,Million M,"Rise of Microbial Culturomics: Noncontiguous Finished Genome Sequence and Description of Beduini massiliensis gen. nov., sp. nov.",19,12,766-76,English,English,101131135,1536-2310,1557-8100,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,2666971110.1089/omi.2015.0143PMC46835592666971126669711pmc-id: PMC4683559;,26669711,26669711,26669711,2015/12/17 06:002015/12/17 06:002016/10/14 06:00,2016/10/14 06:00,2015/12/17 06:00,"",1,7,Omics : a journal of integrative biology,doi: 10.1089/omi.2015.0143,2015 Dec;19(12):766-76
26655942,2016 Feb,"",J Pediatr Gastroenterol Nutr,Neu J,Neu J,Neu J,Intestinal Microbiota Studies in Preterm Infants.,62,2,193-4,English,English,8211545,0277-2116,1536-4801,CommentJournal Article,Comment,PubMed - indexed for MEDLINE,ppublish,2665594210.1097/MPG.00000000000010682665594226655942,26655942,26655942,26655942,2015/12/15 06:002015/12/15 06:002016/08/25 06:00,2016/08/25 06:00,2015/12/15 06:00,J Pediatr Gastroenterol Nutr. 2016 Feb;62(2):292-303. PMID: 26230901,0,2,Journal of pediatric gastroenterology and nutrition,doi: 10.1097/MPG.0000000000001068,2016 Feb;62(2):193-4
26633628,2015 Dec 10,2015 Dec 2,Nature,Forslund KHildebrand FNielsen TFalony GLe Chatelier ESunagawa SPrifti EVieira-Silva SGudmundsdottir VPedersen HKArumugam MKristiansen KVoigt AYVestergaard HHercog RCostea PIKultima JRLi JJørgensen TLevenez FDore JMetaHIT consortium.Nielsen HBBrunak SRaes JHansen TWang JEhrlich SDBork PPedersen O,Forslund K,Pedersen O,Disentangling type 2 diabetes and metformin treatment signatures in the human gut microbiota.,528,7581,262-266,English,English,0410462,0028-0836,1476-4687,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2663362810.1038/nature15766PMC4681099EMS654522663362826633628pmc-id: PMC4681099;manuscript-id: EMS65452;,26633628,26633628,26633628,2015/03/04 00:002015/10/05 00:002015/12/04 06:002015/12/04 06:002016/01/16 06:00,2016/01/16 06:00,2015/12/04 06:00,Cell Host Microbe. 2016 Jan 13;19(1):1-3. PMID: 26764588Cell Metab. 2016 Jan 12;23(1):10-2. PMID: 26771114Nat Rev Endocrinol. 2016 Feb;12(2):61. PMID: 26668122Science. 2016 Jan 29;351(6272):452-3. PMID: 26823414Nature. 2017 May 3;545(7652):116. PMID: 28470190,1,161,Nature,doi: 10.1038/nature15766,2015 Dec 10;528(7581):262-266
26626101,2016 Feb 3,2015 Nov 25,Toxicol Lett,Rothenberg SEKeiser SAjami NJWong MCGesell JPetrosino JFJohs A,Rothenberg SE,Johs A,The role of gut microbiota in fetal methylmercury exposure: Insights from a pilot study.,242,"",60-67,English,English,7709027,0378-4274,1879-3169,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26626101S0378-4274(15)30117-X10.1016/j.toxlet.2015.11.022PMC4707065NIHMS7469312662610126626101pmc-id: PMC4707065;manuscript-id: NIHMS746931;,26626101,26626101,26626101,2015/09/11 00:002015/11/03 00:002015/11/21 00:002015/12/03 06:002015/12/03 06:002016/05/10 06:00,2016/05/10 06:00,2015/12/03 06:00,"",1,4,Toxicology letters,doi: 10.1016/j.toxlet.2015.11.022,2016 Feb 3;242:60-67
26620247,2016 Apr,2015 Nov 24,Anaerobe,Solomon KVHenske JKTheodorou MKO'Malley MA,Solomon KV,O'Malley MA,Robust and effective methodologies for cryopreservation and DNA extraction from anaerobic gut fungi.,38,"",39-46,English,English,9505216,1075-9964,1095-8274,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26620247S1075-9964(15)30084-610.1016/j.anaerobe.2015.11.0082662024726620247,26620247,26620247,26620247,2015/10/06 00:002015/11/19 00:002015/11/20 00:002015/12/02 06:002015/12/02 06:002016/12/15 06:00,2016/12/15 06:00,2015/12/02 06:00,"",1,2,Anaerobe,doi: 10.1016/j.anaerobe.2015.11.008,2016 Apr;38:39-46
26617277,2015 Nov 30,2015 Nov 30,Microbiome,Bauer ELaczny CCMagnusdottir SWilmes PThiele I,Bauer E,Thiele I,Phenotypic differentiation of gastrointestinal microbes is reflected in their encoded metabolic repertoires.,3,"",55,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2661727710.1186/s40168-015-0121-610.1186/s40168-015-0121-6PMC46637472661727726617277pmc-id: PMC4663747;,26617277,26617277,26617277,2015/05/18 00:002015/09/30 00:002015/12/01 06:002015/12/01 06:002016/05/06 06:00,2016/05/06 06:00,2015/12/01 06:00,Microbiome. 2016;4(1):35. PMID: 27377779,1,15,Microbiome,doi: 10.1186/s40168-015-0121-6,2015 Nov 30;3:55
26613748,2016 Jan,2015 Nov 26,FEMS Microbiol Ecol,Söllinger ASchwab CWeinmaier TLoy ATveit ATSchleper CUrich T,Söllinger A,Urich T,Phylogenetic and genomic analysis of Methanomassiliicoccales in wetlands and animal intestinal tracts reveals clade-specific habitat preferences.,92,1,"",English,English,8901229,0168-6496,1574-6941,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26613748fiv14910.1093/femsec/fiv1492661374826613748,26613748,26613748,26613748,2015/11/24 00:002015/11/29 06:002015/11/29 06:002016/08/16 06:00,2016/08/16 06:00,2015/11/29 06:00,"",1,14,FEMS microbiology ecology,pii: fiv149. doi: 10.1093/femsec/fiv149,2016 Jan;92(1)
26607965,2015 Nov 26,2015 Nov 26,Microbiome,Rossmassler KDietrich CThompson CMikaelyan ANonoh JOScheffrahn RHSillam-Dussès DBrune A,Rossmassler K,Brune A,Metagenomic analysis of the microbiota in the highly compartmented hindguts of six wood- or soil-feeding higher termites.,3,"",56,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2660796510.1186/s40168-015-0118-110.1186/s40168-015-0118-1PMC46607902660796526607965pmc-id: PMC4660790;,26607965,26607965,26607965,2015/07/16 00:002015/09/28 00:002015/11/27 06:002015/11/27 06:002016/05/06 06:00,2016/05/06 06:00,2015/11/27 06:00,"",1,9,Microbiome,doi: 10.1186/s40168-015-0118-1,2015 Nov 26;3:56
26600078,2016 Mar,2016 Jan 13,Hepatology,Boursier JMueller OBarret MMachado MFizanne LAraujo-Perez FGuy CDSeed PCRawls JFDavid LAHunault GOberti FCalès PDiehl AM,Boursier J,Diehl AM,The severity of nonalcoholic fatty liver disease is associated with gut dysbiosis and shift in the metabolic function of the gut microbiota.,63,3,764-75,English,English,8302946,0270-9139,1527-3350,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2660007810.1002/hep.28356PMC4975935NIHMS7412182660007826600078pmc-id: PMC4975935;manuscript-id: NIHMS741218;embargo-date: 2017/03/01;,26600078,26600078,26600078,2015/08/12 00:002015/11/20 00:002017/03/01 00:002015/11/25 06:002015/11/26 06:002016/07/05 06:00,2016/07/05 06:00,2015/11/25 06:00,Hepatology. 2016 Sep;64(3):993-4. PMID: 26998910Hepatology. 2016 Sep;64(3):994-5. PMID: 26998974,1,58,"Hepatology (Baltimore, Md.)",doi: 10.1002/hep.28356,2016 Mar;63(3):764-75
26599606,2015,2015 Nov 24,PLoS One,Hart MLMeyer AJohnson PJEricsson AC,Hart ML,Ericsson AC,Comparative Evaluation of DNA Extraction Methods from Feces of Multiple Host Species for Downstream Next-Generation Sequencing.,10,11,e0143334,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2659960610.1371/journal.pone.0143334PONE-D-15-25607PMC46579252659960626599606pmc-id: PMC4657925;,26599606,26599606,26599606,2015/06/12 00:002015/11/03 00:002015/11/25 06:002015/11/26 06:002016/06/28 06:00,2016/06/28 06:00,2015/11/25 06:00,"",1,17,PloS one,doi: 10.1371/journal.pone.0143334,2015;10(11):e0143334
26577924,2015 Nov 17,2015 Nov 17,Microbiome,Castro-Mejía JLMuhammed MKKot WNeve HFranz CMHansen LHVogensen FKNielsen DS,Castro-Mejía JL,Nielsen DS,Optimizing protocols for extraction of bacteriophages prior to metagenomic analyses of phage communities in the human gut.,3,"",64,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2657792410.1186/s40168-015-0131-410.1186/s40168-015-0131-4PMC46504992657792426577924pmc-id: PMC4650499;,26577924,26577924,26577924,2015/08/31 00:002015/11/02 00:002015/11/19 06:002015/11/19 06:002016/05/06 06:00,2016/05/06 06:00,2015/11/19 06:00,"",1,12,Microbiome,doi: 10.1186/s40168-015-0131-4,2015 Nov 17;3:64
26563586,2015 Nov 13,2015 Nov 13,Sci Rep,Ziesemer KAMann AESankaranarayanan KSchroeder HOzga ATBrandt BWZaura EWaters-Rist AHoogland MSalazar-García DCAldenderfer MSpeller CHendy JWeston DAMacDonald SJThomas GHCollins MJLewis CMHofman CWarinner C,Ziesemer KA,Warinner C,Intrinsic challenges in ancient microbiome reconstruction using 16S rRNA gene amplification.,5,"",16498,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,26563586srep1649810.1038/srep16498PMC46432312656358626563586pmc-id: PMC4643231;,26563586,26563586,26563586,2015/04/10 00:002015/10/14 00:002015/11/14 06:002015/11/14 06:002016/10/16 06:00,2016/10/16 06:00,2015/11/14 06:00,Sci Rep. 2016 Jun 02;6:27163. PMID: 27254246,1,19,Scientific reports,doi: 10.1038/srep16498,2015 Nov 13;5:16498
26552974,2016 Jan,2015 Nov 9,Antimicrob Agents Chemother,Gosalbes MJVázquez-Castellanos JFAngebault CWoerther PLRuppé EFerrús MLLatorre AAndremont AMoya A,Gosalbes MJ,Moya A,Carriage of Enterobacteria Producing Extended-Spectrum β-Lactamases and Composition of the Gut Microbiota in an Amerindian Community.,60,1,507-14,English,English,0315061,0066-4804,1098-6596,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish+ppublish,26552974AAC.01528-1510.1128/AAC.01528-15PMC47041832655297426552974pmc-id: PMC4704183;,26552974,26552974,26552974,2015/06/30 00:002015/10/29 00:002015/11/11 06:002015/11/11 06:002016/10/12 06:00,2016/10/12 06:00,2015/11/11 06:00,"",1,2,Antimicrobial agents and chemotherapy,doi: 10.1128/AAC.01528-15,2016 Jan;60(1):507-14
26552373,2015 Nov 10,2015 Nov 10,Microbiome,Hanning IDiaz-Sanchez S,Hanning I,Diaz-Sanchez S,The functionality of the gastrointestinal microbiome in non-human animals.,3,"",51,English,English,101615147,"",2049-2618,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,epublish,2655237310.1186/s40168-015-0113-610.1186/s40168-015-0113-6PMC46402202655237326552373pmc-id: PMC4640220;,26552373,26552373,26552373,2015/01/16 00:002015/09/28 00:002015/11/11 06:002015/11/11 06:002016/05/06 06:00,2016/05/06 06:00,2015/11/11 06:00,"",1,14,Microbiome,doi: 10.1186/s40168-015-0113-6,2015 Nov 10;3:51
26551842,2016 Mar,2015 Nov 10,Clin Microbiol Infect,Ignacio AFernandes MRRodrigues VAGroppo FCCardoso ALAvila-Campos MJNakano V,Ignacio A,Nakano V,Correlation between body mass index and faecal microbiota from children.,22,3,258.e1-8,English,English,9516420,1198-743X,1469-0691,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26551842S1198-743X(15)00956-810.1016/j.cmi.2015.10.0312655184226551842,26551842,26551842,26551842,2015/05/06 00:002015/10/27 00:002015/10/29 00:002015/11/10 06:002015/11/10 06:002016/11/05 06:00,2016/11/05 06:00,2015/11/10 06:00,"",1,11,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,doi: 10.1016/j.cmi.2015.10.031,2016 Mar;22(3):258.e1-8
26535711,2015 Oct 30,2015 Oct 30,Genet Mol Res,Su LJLiu YQLiu HWang YLi YLin HMWang FQSong AD,Su LJ,Song AD,Linking lignocellulosic dietary patterns with gut microbial Enterotypes of Tsaitermes ampliceps and comparison with Mironasutitermes shangchengensis.,14,4,13954-67,English,English,101169387,"",1676-5680,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,26535711gmr618210.4238/2015.October.29.162653571126535711,26535711,26535711,26535711,2015/11/05 06:002015/11/05 06:002016/04/14 06:00,2016/04/14 06:00,2015/11/05 06:00,"",1,0,Genetics and molecular research : GMR,doi: 10.4238/2015.October.29.16,2015 Oct 30;14(4):13954-67
26526170,2016 Jan,2015 Oct 23,Int J Biol Macromol,Lee YSSeo SHYoon SHKim SYHahn BSSim JSKoo BSLee CM,Lee YS,Lee CM,Identification of a novel alkaline amylopullulanase from a gut metagenome of Hermetia illucens.,82,"",514-21,English,English,7909578,0141-8130,1879-0003,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26526170S0141-8130(15)30070-210.1016/j.ijbiomac.2015.10.0672652617026526170,26526170,26526170,26526170,2015/07/15 00:002015/10/19 00:002015/10/20 00:002015/11/04 06:002015/11/04 06:002016/10/14 06:00,2016/10/14 06:00,2015/11/04 06:00,"",1,1,International journal of biological macromolecules,doi: 10.1016/j.ijbiomac.2015.10.067,2016 Jan;82:514-21
26473721,2016 May,2015 Oct 16,ISME J,Howe ARingus DLWilliams RJChoo ZNGreenwald SMOwens SMColeman MLMeyer FChang EB,Howe A,Chang EB,Divergent responses of viral and bacterial communities in the gut microbiome to dietary disturbances in mice.,10,5,1217-27,English,English,101301086,1751-7362,1751-7370,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26473721ismej201518310.1038/ismej.2015.183PMC50292152647372126473721pmc-id: PMC5029215;,26473721,26473721,26473721,2015/02/23 00:002015/08/19 00:002015/09/11 00:002015/10/17 06:002015/10/17 06:002016/12/15 06:00,2016/12/15 06:00,2015/10/17 06:00,"",1,14,The ISME journal,doi: 10.1038/ismej.2015.183,2016 May;10(5):1217-27
26451823,2015 Sep-Oct,"",IEEE/ACM Trans Comput Biol Bioinform,Qiu YQTian XZhang S,Qiu YQ,Zhang S,Infer Metagenomic Abundance and Reveal Homologous Genomes Based on the Structure of Taxonomy Tree.,12,5,1112-22,English,English,101196755,1545-5963,1557-9964,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,2645182310.1109/TCBB.2015.24158142645182326451823,26451823,26451823,26451823,2015/10/10 06:002015/10/10 06:002016/07/22 06:00,2016/07/22 06:00,2015/10/10 06:00,"",1,0,IEEE/ACM transactions on computational biology and bioinformatics,doi: 10.1109/TCBB.2015.2415814,2015 Sep-Oct;12(5):1112-22
26431583,2016 Mar,2015 Oct 1,J Allergy Clin Immunol,Song HYoo YHwang JNa YCKim HS,Song H,Kim HS,Faecalibacterium prausnitzii subspecies-level dysbiosis in the human gut microbiome underlying atopic dermatitis.,137,3,852-60,English,English,1275002,0091-6749,1097-6825,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26431583S0091-6749(15)01245-210.1016/j.jaci.2015.08.0212643158326431583,26431583,26431583,26431583,2015/04/10 00:002015/07/20 00:002015/08/12 00:002015/10/04 06:002015/10/04 06:002016/08/09 06:00,2016/08/09 06:00,2015/10/04 06:00,"",1,22,The Journal of allergy and clinical immunology,doi: 10.1016/j.jaci.2015.08.021,2016 Mar;137(3):852-60
26423395,2015 Dec,2015 Sep 30,Ecotoxicology,Yin JZhang XXWu BXian Q,Yin J,Xian Q,Metagenomic insights into tetracycline effects on microbial community and antibiotic resistance of mouse gut.,24,10,2125-32,English,English,9885956,0963-9292,1573-3017,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2642339510.1007/s10646-015-1540-710.1007/s10646-015-1540-72642339526423395,26423395,26423395,26423395,2015/09/16 00:002015/10/02 06:002015/10/02 06:002016/09/08 06:00,2016/09/08 06:00,2015/10/02 06:00,"",1,4,"Ecotoxicology (London, England)",doi: 10.1007/s10646-015-1540-7,2015 Dec;24(10):2125-32
26401902,2015 Oct,2015 Sep 21,Curr Opin Microbiol,Sommer MO,Sommer MO,Sommer MO,Advancing gut microbiome research using cultivation.,27,"",127-32,English,English,9815056,1369-5274,1879-0364,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26401902S1369-5274(15)00121-610.1016/j.mib.2015.08.0042640190226401902,26401902,26401902,26401902,2015/04/20 00:002015/08/17 00:002015/08/19 00:002015/09/25 06:002015/09/25 06:002016/09/03 06:00,2016/09/03 06:00,2015/09/25 06:00,"",1,6,Current opinion in microbiology,doi: 10.1016/j.mib.2015.08.004,2015 Oct;27:127-32
26399409,2015 Sep 24,2015 Sep 24,Microbiome,Praveen PJordan FPriami CMorine MJ,Praveen P,Morine MJ,The role of breast-feeding in infant immune system: a systems perspective on the intestinal microbiome.,3,"",41,English,English,101615147,"",2049-2618,Journal ArticleMeta-Analysis,Journal Article,PubMed - indexed for MEDLINE,epublish,2639940910.1186/s40168-015-0104-710.1186/s40168-015-0104-7PMC45814232639940926399409pmc-id: PMC4581423;,26399409,26399409,26399409,2015/03/23 00:002015/08/26 00:002015/09/25 06:002015/09/25 06:002016/05/06 06:00,2016/05/06 06:00,2015/09/25 06:00,"",1,16,Microbiome,doi: 10.1186/s40168-015-0104-7,2015 Sep 24;3:41
26395244,2015 Sep 22,2015 Sep 22,Microbiome,Singh PTeal TKMarsh TLTiedje JMMosci RJernigan KZell ANewton DWSalimnia HLephart PSundin DKhalife WBritton RARudrik JTManning SD,Singh P,Manning SD,Intestinal microbial communities associated with acute enteric infections and disease recovery.,3,"",45,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2639524410.1186/s40168-015-0109-210.1186/s40168-015-0109-2PMC45795882639524426395244pmc-id: PMC4579588;,26395244,26395244,26395244,2015/05/18 00:002015/09/11 00:002015/09/24 06:002015/09/24 06:002016/05/06 06:00,2016/05/06 06:00,2015/09/24 06:00,"",1,26,Microbiome,doi: 10.1186/s40168-015-0109-2,2015 Sep 22;3:45
26381211,2015 Sep 18,2015 Sep 18,Sci Rep,Giacomin PZakrzewski MCroese JSu XSotillo JMcCann LNavarro SMitreva MKrause LLoukas ACantacessi C,Giacomin P,Cantacessi C,Experimental hookworm infection and escalating gluten challenges are associated with increased microbial richness in celiac subjects.,5,"",13797,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,26381211srep1379710.1038/srep13797PMC45853802638121126381211pmc-id: PMC4585380;,26381211,26381211,26381211,2015/04/15 00:002015/08/04 00:002015/09/19 06:002015/09/19 06:002016/08/20 06:00,2016/08/20 06:00,2015/09/19 06:00,Trends Parasitol. 2015 Nov;31(11):534-5. PMID: 26604162,1,17,Scientific reports,doi: 10.1038/srep13797,2015 Sep 18;5:13797
26378926,2015,2015 Sep 17,PLoS One,Rutten NBGorissen DMEck ANiers LEVlieger AMBesseling-van der Vaart IBudding AESavelkoul PHvan der Ent CKRijkers GT,Rutten NB,Rijkers GT,Long Term Development of Gut Microbiota Composition in Atopic Children: Impact of Probiotics.,10,9,e0137681,English,English,101285081,"",1932-6203,Journal ArticleRandomized Controlled Trial,Journal Article,PubMed - indexed for MEDLINE,"",2637892610.1371/journal.pone.0137681PONE-D-15-15959PMC45749722637892626378926pmc-id: PMC4574972;,26378926,26378926,26378926,2015/04/28 00:002015/08/18 00:002015/09/18 06:002015/09/18 06:002016/06/11 06:00,2016/06/11 06:00,2015/09/18 06:00,"",1,6,PloS one,doi: 10.1371/journal.pone.0137681,2015;10(9):e0137681
26356733,2015,2015 Sep 10,PLoS One,Angelakis EArmougom FCarrière FBachar DLaugier RLagier JCRobert CMichelle CHenrissat BRaoult D,Angelakis E,Raoult D,A Metagenomic Investigation of the Duodenal Microbiota Reveals Links with Obesity.,10,9,e0137784,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2635673310.1371/journal.pone.0137784PONE-D-15-21134PMC45655812635673326356733pmc-id: PMC4565581;,26356733,26356733,26356733,2015/05/18 00:002015/07/28 00:002015/09/11 06:002015/09/12 06:002016/05/25 06:00,2016/05/25 06:00,2015/09/11 06:00,"",1,16,PloS one,doi: 10.1371/journal.pone.0137784,2015;10(9):e0137784
26321425,2015 Nov,2015 Aug 28,Int J Biol Macromol,Shi LLLi YWang YFeng Y,Shi LL,Feng Y,"MDG-1, an Ophiopogon polysaccharide, regulate gut microbiota in high-fat diet-induced obese C57BL/6 mice.",81,"",576-83,English,English,7909578,0141-8130,1879-0003,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26321425S0141-8130(15)00604-210.1016/j.ijbiomac.2015.08.0572632142526321425,26321425,26321425,26321425,2015/03/17 00:002015/08/24 00:002015/08/25 00:002015/09/01 06:002015/09/01 06:002016/10/14 06:00,2016/10/14 06:00,2015/09/01 06:00,"",1,3,International journal of biological macromolecules,doi: 10.1016/j.ijbiomac.2015.08.057,2015 Nov;81:576-83
26315488,2016 Jun,2015 Aug 27,Anim Sci J,Ushida KTsuchida SOgura YToyoda AMaruyama F,Ushida K,Maruyama F,Domestication and cereal feeding developed domestic pig-type intestinal microbiota in animals of suidae.,87,6,835-41,English,English,100956805,1344-3941,1740-0929,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2631548810.1111/asj.124922631548826315488,26315488,26315488,26315488,2015/03/29 00:002015/06/05 00:002015/06/18 00:002015/08/29 06:002015/09/01 06:002017/03/03 06:00,2017/03/03 06:00,2015/08/29 06:00,"",1,4,Animal science journal = Nihon chikusan Gakkaiho,doi: 10.1111/asj.12492,2016 Jun;87(6):835-41
26306392,2015 Aug 26,2015 Aug 26,Microbiome,Hollister EBRiehle KLuna RAWeidler EMRubio-Gonzales MMistretta TARaza SDoddapaneni HVMetcalf GAMuzny DMGibbs RAPetrosino JFShulman RJVersalovic J,Hollister EB,Versalovic J,Structure and function of the healthy pre-adolescent pediatric gut microbiome.,3,"",36,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2630639210.1186/s40168-015-0101-x10.1186/s40168-015-0101-xPMC45500572630639226306392pmc-id: PMC4550057;,26306392,26306392,26306392,2015/05/21 00:002015/08/12 00:002015/08/27 06:002015/08/27 06:002016/05/06 06:00,2016/05/06 06:00,2015/08/27 06:00,"",1,22,Microbiome,doi: 10.1186/s40168-015-0101-x,2015 Aug 26;3:36
26234684,2016 May,2015 Sep 3,Environ Microbiol,Welte CUde Graaf RMvan den Bosch TJOp den Camp HJvan Dam NMJetten MS,Welte CU,Jetten MS,Plasmids from the gut microbiome of cabbage root fly larvae encode SaxA that catalyses the conversion of the plant toxin 2-phenylethyl isothiocyanate.,18,5,1379-90,English,English,100883692,1462-2912,1462-2920,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2623468410.1111/1462-2920.129972623468426234684,26234684,26234684,26234684,2015/05/29 00:002015/07/15 00:002015/07/21 00:002015/08/04 06:002015/08/04 06:002017/08/23 06:00,2017/08/23 06:00,2015/08/04 06:00,Environ Microbiol. 2016 May;18(5):1306-7. PMID: 27041060,1,6,Environmental microbiology,doi: 10.1111/1462-2920.12997,2016 May;18(5):1379-90
26207384,2015,2015 Jul 24,PLoS One,Hov JRZhong HQin BAnmarkrud JAHolm KFranke ALie BAKarlsen TH,Hov JR,Karlsen TH,The Influence of the Autoimmunity-Associated Ancestral HLA Haplotype AH8.1 on the Human Gut Microbiota: A Cross-Sectional Study.,10,7,e0133804,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2620738410.1371/journal.pone.0133804PONE-D-15-16852PMC45146452620738426207384pmc-id: PMC4514645;,26207384,26207384,26207384,2015/04/18 00:002015/07/01 00:002015/07/25 06:002015/07/25 06:002016/05/06 06:00,2016/05/06 06:00,2015/07/25 06:00,"",1,7,PloS one,doi: 10.1371/journal.pone.0133804,2015;10(7):e0133804
26196489,2015 Jul 20,"",Curr Biol,Segata N,Segata N,Segata N,Gut Microbiome: Westernization and the Disappearance of Intestinal Diversity.,25,14,R611-3,English,English,9107782,0960-9822,1879-0445,CommentJournal Article,Comment,PubMed - indexed for MEDLINE,ppublish,26196489S0960-9822(15)00614-410.1016/j.cub.2015.05.0402619648926196489,26196489,26196489,26196489,2015/07/22 06:002015/07/22 06:002016/04/07 06:00,2016/04/07 06:00,2015/07/22 06:00,Curr Biol. 2015 Jun 29;25(13):1682-93. PMID: 25981789,1,12,Current biology : CB,doi: 10.1016/j.cub.2015.05.040,2015 Jul 20;25(14):R611-3
